# name	status	verified	params(known)	write-shaped	purpose
# one method per line; full entry at https://vs.izie.top/redocumented/api/methods/<name>.json
conversations.removeTab	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
conversations.rename	documented	docs-only	params	write	Renames a conversation.
conversations.replies	documented	docs-only	params	-	Retrieve a thread of messages posted to a conversation
conversations.requestSharedInvite.approve	documented	docs-only	params	write	Approves a request to add an external user to a channel and sends them a Slack Connect invite
conversations.requestSharedInvite.deny	documented	docs-only	params	write	Denies a request to invite an external user to a channel
conversations.requestSharedInvite.list	documented	docs-only	params	-	Lists requests to add external users to channels with ability to filter.
conversations.revokeSharedInvite	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
conversations.revokeSharedInvitesBulk	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
conversations.searchLinks	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
conversations.setInviterJoinerProperties	undocumented	existence-only (sample-checked)	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
conversations.setProperties	undocumented	existence-only	params	write	(inferred from name only; see methods/datamine-2026-09.md)
conversations.setPurpose	documented	docs-only	params	write	Sets the channel description.
conversations.setRetention	undocumented	existence-only	params	write	(inferred from name only; see methods/datamine-2026-09.md)
conversations.setTeams	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
conversations.setTopic	documented	docs-only	params	write	Sets the topic for a conversation.
conversations.sharedApprovals.bulkApprove	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
conversations.sharedApprovals.bulkDecline	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
conversations.sharedApprovals.list	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
conversations.sharedInviteAcceptanceEligibility	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
conversations.sharedInviteInfo	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
conversations.sharedInviteLinkCopied	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
conversations.suggestions	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
conversations.teamConnections	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
conversations.unarchive	documented	docs-only	params	write	Reverses conversation archival.
conversations.updateDefaultState	undocumented	existence-only	params	write	(inferred from name only; see methods/datamine-2026-09.md)
conversations.updateTab	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
conversations.validateName	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
conversations.view	undocumented	not-live-tested	params	-	Mark a conversation viewed (possible side effect)
dataResidency.backfillStatus	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
dataResidency.status	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
developer.appdirectory.submissions.cancel	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.appdirectory.submissions.checks	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.appdirectory.submissions.info	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.appdirectory.submissions.publish	undocumented	existence-only (sample-checked)	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.appdirectory.submissions.submit	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.appdirectory.submissions.update	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.a2a.setCard	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.actions.delete	undocumented	not-live-tested (source-only, typed but unverified)	params	write	params per slack-undoc-client generated types: app?: string; set_active?: boolean;
developer.apps.actions.v2.create	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.actions.v2.delete	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.actions.v2.list	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.actions.v2.save	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.actions.v2.update	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.appLevelTokens.create	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.appLevelTokens.getTokenString	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.appLevelTokens.list	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.appLevelTokens.revoke	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.apphome.edit	undocumented	not-live-tested (source-only, typed but unverified)	params	write	params per slack-undoc-client generated types: app?: string; home_tab_enabled?: boolean; beta_opted_in?: boolean;
developer.apps.assistant.update	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.beta.create	undocumented	existence-only (sample-checked)	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.beta.info	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.botusers.edit	undocumented	not-live-tested (source-only, typed but unverified)	params	write	params per slack-undoc-client generated types: app?: string; always_active?: boolean; real_name?: string; username?: string;
developer.apps.checkDuplicateName	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.commands.add	undocumented	not-live-tested (source-only, typed but unverified)	params	write	params per slack-undoc-client generated types: app?: string; name?: string; desc?: string; usage?: string; parse_full?: string; set_active?: boolean;
developer.apps.commands.clearToken	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.commands.createToken	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.commands.delete	undocumented	not-live-tested (source-only, typed but unverified)	params	write	params per slack-undoc-client generated types: app?: string; command?: string; set_active?: boolean;
developer.apps.commands.edit	undocumented	not-live-tested (source-only, typed but unverified)	params	write	params per slack-undoc-client generated types: app?: string; command?: string; name?: string; desc?: string; usage?: string; parse_full?: string; set_active?: boolean;
developer.apps.commands.promoteToken	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.config.createToolingToken	undocumented	not-live-tested (source-only, typed but unverified)	params	write	params per slack-undoc-client generated types: (void / no params)
developer.apps.config.getFunction	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.config.listFunctions	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.config.listInstalledScopes	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.config.listSelectableAppCategories	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.config.setAppIcon	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.config.setDeveloperContactInfo	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
developer.apps.config.setInstallPrefs	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
